Juviniles, Adults, Seniles, Total
12,7,6,25
14,12,7,33
24,14,12,50
27,24,14,65
48,27,24,100
54,10,27,91
19,11,10,40
22,19,11,52
39,22,19,80
44,39,22,104
77,9,39,125
17,93,9,119
186,3,93,282
7,37,3,48
74,7,37,118
14,15,7,36
30,14,15,59
28,30,14,72
59,28,30,117
56,12,28,96
24,11,12,47
22,24,11,57
48,22,24,94
45,48,22,114
95,54,48,196
107,19,54,180
38,129,19,186
257,8,129,393
15,308,8,331
617,3,308,928
6,123,3,133
247,1,123,371
2,49,1,53
99,0,49,149
1,20,0,21
39,1,20,60
2,39,1,42
79,2,39,120
4,95,2,101
190,1,95,285
2,38,1,40
76,2,38,115
3,15,2,20
30,3,15,49
6,30,3,40
61,6,30,97
12,61,6,79
121,12,61,194
25,24,12,62
49,5,24,78
10,10,5,25
19,10,10,39
20,19,10,49
39,20,19,78
40,39,20,99
78,40,39,156
80,16,40,135
31,16,16,63
32,6,16,54
12,38,6,57
77,2,38,117
5,15,2,23
31,5,15,51
10,31,5,46
61,10,31,102
20,12,10,42
24,20,12,57
40,24,20,84
49,40,24,113
79,10,40,129
20,95,10,125
191,24,95,310
47,38,24,109
76,9,38,124
19,92,9,120
183,23,92,297
45,220,23,288
440,9,220,668
18,88,9,115
176,4,88,267
7,211,4,222
422,9,211,642
17,506,9,532
1013,3,506,1523
7,203,3,213
405,1,203,609
3,81,1,85
162,1,81,244
1,32,1,34
65,1,32,98
2,65,1,68
130,2,65,197
4,26,2,33
52,4,26,82
9,52,4,65
104,9,52,164
18,21,9,47
41,18,21,80
36,41,18,95
83,36,41,160
71,17,36,123
33,14,17,64
28,7,14,49
13,28,7,48
57,13,28,98
27,57,13,97
114,27,57,197
53,23,27,102
45,11,23,79
21,9,11,41
18,21,9,49
42,18,21,82
36,42,18,97
85,36,42,164
73,17,36,126
34,15,17,66
29,7,15,50
14,29,7,49
58,14,29,101
27,12,14,52
23,5,12,40
11,23,5,40
47,11,23,81
22,47,11,79
93,22,47,161
43,19,22,84
37,52,19,108
104,7,52,164
15,21,7,43
42,15,21,78
30,42,15,86
84,30,42,155
60,17,30,106
33,12,17,62
24,40,12,76
80,5,40,125
10,16,5,30
32,10,16,58
19,32,10,61
64,19,32,115
38,13,19,70
26,8,13,46
15,26,8,49
51,15,26,92
31,51,15,97
103,31,51,184
61,21,31,112
41,12,21,74
24,49,12,86
99,5,49,153
10,20,5,34
39,10,20,69
20,39,10,69
79,20,39,138
39,16,20,74
32,47,16,94
94,6,47,147
13,19,6,38
37,13,19,69
25,37,13,75
75,25,37,138
50,90,25,166
180,61,90,330
121,36,61,218
72,145,36,253
291,14,145,450
29,58,14,101
116,35,58,209
69,23,35,127
46,83,23,153
166,9,83,258
19,33,9,61
66,4,33,103
7,13,4,24
27,7,13,47
15,27,7,49
53,15,27,94
30,53,15,98
106,30,53,189
60,21,30,110
42,12,21,76
24,51,12,87
102,5,51,158
10,20,5,35
41,10,20,71
19,41,10,69
81,19,41,141
38,16,19,73
33,8,16,57
15,7,8,29
13,15,7,35
30,13,15,59
26,30,13,70
61,26,30,117
52,12,26,90
24,10,12,47
21,24,10,56
49,21,24,94
42,49,21,111
97,50,49,196
100,117,50,267
234,20,117,371
40,281,20,341
562,48,281,890
96,674,48,818
1348,19,674,2041
38,270,19,327
539,46,270,855
92,108,46,246
216,18,108,342
37,43,18,98
86,7,43,137
15,17,7,39
35,15,17,67
30,35,15,79
69,30,35,133
59,14,30,102
28,71,14,112
142,6,71,218
11,170,6,187
340,2,170,513
4,68,2,75
136,1,68,205
2,27,1,30
54,2,27,83
4,54,2,60
109,4,54,167
7,22,4,32
44,7,22,72
14,44,7,65
87,14,44,145
28,17,14,60
35,6,17,58
11,7,6,24
14,11,7,32
23,14,11,48
28,23,14,64
45,28,23,96
56,45,28,129
90,11,45,147
22,109,11,142
217,4,109,330
9,43,4,57
87,11,43,141
21,17,11,49
35,21,17,73
43,35,21,99
69,43,35,147
86,14,43,142
28,103,14,144
205,6,103,314
11,41,6,58
82,2,41,126
4,16,2,23
33,4,16,54
9,33,4,46
66,9,33,108
18,13,9,40
26,18,13,57
36,26,18,80
53,36,26,114
71,63,36,170
126,85,63,275
171,25,85,281
50,205,25,281
410,10,205,625
20,82,10,112
164,4,82,250
8,33,4,45
66,8,33,106
16,13,8,37
26,16,13,55
32,26,16,75
52,32,26,111
65,10,32,107
21,78,10,109
155,4,78,237
8,31,4,44
62,8,31,101
17,12,8,38
25,17,12,54
34,25,17,75
50,34,25,108
67,10,34,111
20,13,10,43
27,20,13,60
40,27,20,86
54,40,27,120
79,11,40,130
21,16,11,48
32,21,16,69
43,32,21,96
64,43,32,138
86,13,43,142
25,17,13,55
34,5,17,57
10,7,5,22
14,10,7,31
20,14,10,44
27,20,14,62
41,27,20,88
55,41,27,123
81,66,41,188
132,16,66,214
33,158,16,207
317,39,158,514
78,63,39,180
127,16,63,206
31,25,16,72
51,37,25,113
75,10,37,123
20,15,10,45
30,20,15,65
41,30,20,91
60,41,30,130
81,12,41,134
24,16,12,52
32,5,16,53
10,6,5,21
13,10,6,29
19,13,10,42
26,19,13,58
38,26,19,84
52,38,26,116
77,62,38,177
125,92,62,279
184,25,92,301
50,37,25,112
74,10,37,120
20,15,10,45
29,20,15,64
40,29,20,89
59,40,29,128
80,12,40,131
24,16,12,51
32,5,16,53
9,38,5,52
77,2,38,117
4,92,2,97
184,1,92,276
2,220,1,223
441,0,220,661
1,529,0,530
1058,0,529,1587
0,212,0,212
423,0,212,635
0,508,0,508
1016,0,508,1523
0,203,0,203
406,0,203,609
0,81,0,81
162,0,81,244
0,195,0,195
390,0,195,585
0,78,0,78
156,0,78,234
0,31,0,31
62,0,31,94
0,62,0,62
125,0,62,187
0,25,0,25
50,0,25,75
0,50,0,50
100,0,50,150
1,20,0,21
40,1,20,60
1,40,1,42
80,1,40,121
2,16,1,19
32,2,16,50
5,32,2,39
64,5,32,100
9,13,5,26
26,9,13,47
18,26,9,53
51,18,26,95
36,51,18,106
102,7,51,161
15,20,7,42
41,15,20,76
29,41,15,85
82,29,41,152
58,98,29,186
196,12,98,306
23,39,12,74
79,5,39,122
9,16,5,30
31,9,16,56
19,31,9,59
63,19,31,113
37,75,19,131
151,7,75,234
15,30,7,53
60,3,30,93
6,12,3,21
24,6,12,42
12,24,6,42
48,12,24,84
24,48,12,84
96,24,48,169
48,116,24,187
232,10,116,357
19,46,10,75
93,4,46,143
8,19,4,30
37,8,19,63
15,37,8,60
74,15,37,126
31,15,15,61
30,6,15,51
12,6,6,24
12,12,6,30
24,12,12,49
24,24,12,60
49,24,24,97
47,49,24,120
98,9,49,156
19,20,9,48
39,19,20,78
38,39,19,96
78,38,39,155
76,16,38,129
31,15,16,62
30,6,15,52
13,6,6,25
12,13,6,31
25,12,13,50
24,25,12,61
50,24,25,99
49,50,24,123
100,10,50,160
19,120,10,149
241,4,120,365
8,289,4,300
577,2,289,867
3,115,2,120
231,1,115,347
1,46,1,48
92,1,46,140
2,18,1,22
37,2,18,58
5,37,2,44
74,5,37,116
10,15,5,30
30,10,15,54
20,30,10,59
59,20,30,109
40,12,20,71
24,8,12,43
16,24,8,48
47,16,24,87
32,47,16,95
95,32,47,174
64,19,32,114
38,76,19,133
153,8,76,237
15,31,8,53
61,3,31,95
6,73,3,82
147,7,73,227
15,29,7,51
59,3,29,91
6,12,3,20
23,6,12,41
12,23,6,41
47,12,23,82
23,47,12,82
94,23,47,164
46,19,23,88
38,9,19,66
19,8,9,35
15,19,8,41
37,15,19,71
30,37,15,82
74,30,37,142
60,15,30,105
30,12,15,57
24,6,12,42
12,24,6,42
48,12,24,84
24,48,12,84
96,24,48,168
48,19,24,91
38,57,19,115
114,8,57,179
15,23,8,46
46,15,23,84
31,46,15,92
91,31,46,168
62,18,31,111
37,74,18,129
148,7,74,229
15,30,7,51
59,18,30,106
35,12,18,64
24,7,12,42
14,24,7,45
47,14,24,85
28,47,14,89
94,28,47,170
56,19,28,103
38,11,19,68
22,8,11,41
15,22,8,45
45,15,22,82
30,45,15,90
90,30,45,165
60,18,30,109
36,73,18,126
145,7,73,225
14,29,7,51
58,3,29,90
6,12,3,20
23,6,12,41
11,23,6,40
46,11,23,81
23,46,11,81
93,23,46,162
46,19,23,88
37,9,19,65
18,7,9,35
15,18,7,41
37,15,18,70
30,37,15,81
74,30,37,140
59,15,30,104
29,12,15,56
24,35,12,71
71,5,35,111
10,85,5,99
170,11,85,266
23,203,11,238
407,27,203,638
55,81,27,164
163,11,81,255
22,33,11,65
65,26,33,124
53,13,26,92
26,11,13,50
21,26,11,58
52,21,26,99
42,52,21,115
104,8,52,165
17,21,8,46
42,17,21,79
34,42,17,92
83,34,42,159
67,17,34,118
33,13,17,63
27,7,13,47
13,27,7,47
54,13,27,94
27,54,13,94
108,27,54,188
53,22,27,102
43,11,22,75
21,9,11,41
17,21,9,47
43,17,21,81
34,43,17,94
85,34,43,162
69,17,34,120
34,83,17,134
165,7,83,255
14,198,7,219
397,3,198,598
5,79,3,88
159,7,79,245
13,32,7,51
64,3,32,98
5,13,3,21
25,5,13,43
10,25,5,41
51,10,25,87
21,51,10,82
102,21,51,173
42,122,21,185
244,8,122,374
17,49,8,74
98,20,49,166
40,20,20,80
39,8,20,67
16,8,8,32
16,16,8,40
32,16,16,64
31,32,16,79
64,31,32,128
62,77,31,171
155,12,77,244
25,31,12,68
62,5,31,98
10,12,5,27
25,10,12,47
20,25,10,55
49,20,25,94
40,49,20,109
99,8,49,156
16,20,8,44
40,16,20,75
32,40,16,88
79,32,40,151
64,16,32,112
32,77,16,124
153,6,77,237
13,31,6,50
61,13,31,105
25,12,13,50
25,25,12,62
51,25,25,101
49,10,25,84
20,59,10,89
118,4,59,181
8,24,4,36
47,8,24,79
16,47,8,71
94,16,47,158
32,19,16,68
38,6,19,63
13,8,6,27
15,13,8,36
26,15,13,54
30,26,15,71
52,30,26,108
60,10,30,101
21,72,10,104
145,4,72,221
8,174,4,186
348,2,174,523
3,70,2,74
139,4,70,213
8,28,4,40
56,8,28,91
16,56,8,80
111,16,56,183
32,22,16,70
44,6,22,73
13,53,6,73
107,3,53,163
5,21,3,29
43,5,21,69
10,43,5,58
85,10,43,138
20,17,10,48
34,20,17,72
41,34,20,95
68,41,34,143
82,14,41,136
27,98,14,139
196,33,98,327
66,39,33,138
78,13,39,131
26,94,13,133
188,5,94,287
10,38,5,53
75,2,38,115
4,15,2,21
30,4,15,49
8,30,4,43
60,8,30,99
17,60,8,85
120,17,60,197
34,24,17,74
48,7,24,79
13,10,7,30
19,13,10,42
27,19,13,60
39,27,19,85
54,39,27,119
77,11,39,126
21,92,11,125
185,4,92,282
9,37,4,50
74,9,37,120
17,15,9,41
30,17,15,62
34,30,17,81
59,34,30,123
69,12,34,115
24,14,12,49
28,24,14,65
47,28,24,99
55,47,28,130
95,11,47,153
22,19,11,52
38,4,19,61
9,8,4,21
15,9,8,32
18,15,9,42
30,18,15,63
35,30,18,83
61,35,30,126
70,12,35,118
24,14,12,50
28,24,14,66
48,28,24,101
56,10,28,94
19,11,10,40
23,19,11,53
39,23,19,81
45,39,23,106
78,9,39,125
18,16,9,43
31,18,16,65
36,31,18,85
62,36,31,129
72,12,36,121
25,14,12,52
29,5,14,48
10,29,5,44
58,10,29,96
20,58,10,87
115,20,58,193
40,23,20,83
46,8,23,77
16,9,8,33
18,16,9,44
32,18,16,66
37,32,18,87
64,37,32,132
74,13,37,123
25,15,13,53
30,5,15,49
10,30,5,45
59,10,30,99
20,59,10,90
118,20,59,198
41,24,20,85
47,8,24,79
16,57,8,81
113,3,57,173
7,23,3,32
45,7,23,75
13,45,7,65
91,13,45,149
26,18,13,57
36,31,18,86
62,7,31,101
15,12,7,34
25,15,12,52
29,25,15,69
50,29,25,104
58,60,29,147
120,12,60,191
23,24,12,59
48,5,24,77
9,10,5,24
19,9,10,38
19,19,9,47
38,19,19,76
37,38,19,94
77,37,38,152
74,15,37,127
31,15,15,61
30,6,15,51
12,6,6,24
12,12,6,30
25,12,12,49
24,25,12,60
49,24,25,97
48,49,24,120
98,10,49,157
19,20,10,48
39,19,20,78
38,39,19,96
79,38,39,156
76,16,38,130
31,15,16,62
30,6,15,52
13,6,6,25
12,13,6,31
25,12,13,50
24,25,12,62
50,24,25,100
49,60,24,133
121,10,60,191
19,24,10,53
48,23,24,96
47,10,23,80
19,9,10,38
19,19,9,47
39,19,19,77
37,39,19,95
77,37,39,153
75,15,37,128
31,15,15,61
30,37,15,82
74,36,37,147
72,15,36,123
30,14,15,59
29,6,14,49
12,29,6,47
57,12,29,98
24,57,12,93
115,24,57,196
47,23,24,94
46,9,23,78
19,55,9,84
110,4,55,169
8,22,4,33
44,8,22,74
15,44,8,67
88,15,44,148
30,106,15,152
212,6,106,324
12,42,6,61
85,2,42,130
5,102,2,109
203,1,102,306
2,41,1,44
81,2,41,124
4,16,2,22
33,4,16,53
8,33,4,44
65,8,33,105
16,13,8,36
26,16,13,55
31,26,16,73
52,31,26,109
62,62,31,156
125,12,62,200
25,25,12,62
50,5,25,80
10,10,5,25
20,10,10,40
20,20,10,50
40,20,20,80
40,40,20,100
80,8,40,128
16,16,8,40
32,16,16,64
32,32,16,80
64,32,32,128
64,77,32,172
154,13,77,243
25,31,13,69
61,31,31,123
61,12,31,104
25,12,12,49
24,25,12,61
49,24,25,98
49,49,24,123
98,10,49,157
20,118,10,147
236,4,118,358
8,47,4,59
94,2,47,143
3,19,2,24
38,3,19,60
6,38,3,47
75,6,38,119
13,15,6,34
30,13,15,58
25,30,13,68
60,25,30,116
50,12,25,87
24,60,12,96
120,5,60,185
10,24,5,39
48,10,24,82
19,48,10,77
96,19,48,164
39,19,19,77
38,8,19,65
15,8,8,31
15,15,8,39
31,15,15,62
31,31,15,77
62,31,31,124
62,12,31,105
25,74,12,111
148,5,74,227
10,30,5,44
59,10,30,99
20,59,10,89
118,20,59,197
40,24,20,83
47,47,24,118
95,9,47,152
19,19,9,47
38,19,19,76
38,38,19,95
76,38,38,152
76,15,38,129
30,15,15,61
30,36,15,82
73,6,36,115
12,15,6,33
29,12,15,56
24,29,12,65
58,24,29,112
48,12,24,84
23,58,12,93
116,5,58,179
9,23,5,37
46,9,23,79
19,46,9,74
93,19,46,158
37,19,19,75
37,45,19,101
90,7,45,142
15,18,7,40
36,15,18,69
30,36,15,80
72,30,36,137
59,14,30,104
29,71,14,114
143,6,71,220
11,29,6,46
57,11,29,97
23,57,11,92
114,23,57,194
46,23,23,92
46,9,23,78
18,9,9,37
18,18,9,46
37,18,18,73
37,37,18,92
73,37,37,147
73,15,37,124
29,15,15,59
29,35,15,79
70,35,35,141
70,14,35,119
28,14,14,56
28,6,14,48
11,28,6,45
56,11,28,95
23,56,11,90
112,23,56,191
45,22,23,90
45,9,22,76
18,9,9,36
18,18,9,45
36,18,18,72
36,36,18,90
72,36,36,144
72,14,36,122
29,14,14,58
29,6,14,49
12,29,6,46
57,12,29,98
23,57,12,92
115,23,57,196
46,23,23,92
46,9,23,78
18,9,9,37
18,18,9,46
37,18,18,74
37,37,18,92
74,37,37,148
74,89,37,199
177,15,89,281
29,35,15,80
71,6,35,112
12,14,6,32
28,12,14,54
24,28,12,64
57,24,28,109
47,68,24,139
136,9,68,214
19,27,9,56
54,4,27,86
8,11,4,22
22,8,11,40
15,22,8,44
44,15,22,80
30,44,15,89
87,30,44,161
60,105,30,195
209,12,105,326
24,251,12,287
502,5,251,758
10,100,5,115
201,2,100,303
4,40,2,46
80,4,40,124
8,16,4,28
32,8,16,56
15,32,8,55
64,15,32,112
31,13,15,59
26,6,13,45
12,26,6,44
51,12,26,89
25,51,12,88
103,25,51,179
49,21,25,95
41,10,21,72
20,49,10,79
99,4,49,152
8,118,4,130
237,2,118,357
3,47,2,52
95,4,47,146
8,19,4,30
38,8,19,64
15,38,8,61
76,15,38,129
30,15,15,61
30,6,15,52
12,6,6,24
12,12,6,30
24,12,12,49
24,24,12,61
49,24,24,97
49,49,24,121
97,58,49,204
116,19,58,194
39,23,19,82
47,8,23,78
16,9,8,33
19,16,9,43
31,19,16,65
37,31,19,87
62,37,31,130
75,12,37,124
25,89,12,127
179,5,89,273
10,215,5,230
429,2,215,646
4,86,2,92
172,5,86,262
10,34,5,49
69,10,34,113
19,82,10,111
165,4,82,251
8,33,4,44
66,8,33,107
15,79,8,102
158,3,79,241
6,32,3,41
63,6,32,101
12,13,6,31
25,12,13,50
24,25,12,62
51,24,25,100
49,10,24,83
20,10,10,40
20,20,10,50
41,20,20,80
39,41,20,99
81,39,41,161
78,97,39,215
195,16,97,307
31,39,16,86
78,6,39,123
13,16,6,34
31,13,16,59
25,31,13,69
62,25,31,118
50,12,25,87
25,10,12,47
20,25,10,55
50,20,25,95
40,50,20,110
100,48,50,197
96,20,48,164
40,115,20,175
231,8,115,354
16,46,8,70
92,3,46,142
6,18,3,28
37,6,18,62
13,37,6,56
74,13,37,123
25,15,13,53
30,5,15,49
10,30,5,45
59,10,30,99
20,59,10,90
118,20,59,197
41,24,20,85
47,8,24,79
16,9,8,34
19,16,9,45
33,19,16,68
38,33,19,89
65,38,33,136
76,13,38,126
26,15,13,54
30,31,15,77
63,6,31,100
12,13,6,31
25,12,13,50
24,25,12,61
50,24,25,99
48,50,24,123
100,10,50,160
19,20,10,49
40,19,20,79
39,40,19,98
80,39,40,159
77,16,39,132
32,15,16,64
31,38,15,85
77,37,38,153
74,15,37,127
31,15,15,61
30,6,15,51
12,6,6,24
12,12,6,30
25,12,12,49
24,25,12,60
49,24,25,98
48,49,24,121
99,10,49,157
19,20,10,48
39,19,20,78
38,39,19,96
79,38,39,156
76,16,38,130
32,91,16,139
183,6,91,280
13,219,6,238
438,3,219,660
5,88,3,95
175,1,88,264
2,35,1,38
70,2,35,107
4,14,2,20
28,4,14,46
8,28,4,40
56,8,28,92
16,56,8,80
112,16,56,184
32,22,16,71
45,6,22,74
13,54,6,73
108,3,54,164
5,22,3,29
43,5,22,70
10,43,5,59
86,10,43,140
21,17,10,48
34,21,17,72
41,34,21,96
69,41,34,145
83,83,41,207
165,17,83,265
33,33,17,83
66,7,33,106
13,13,7,33
26,13,13,53
26,26,13,66
53,26,26,106
53,11,26,90
21,11,11,42
21,21,11,53
42,21,21,85
42,42,21,106
85,8,42,135
17,17,8,42
34,17,17,68
34,34,17,85
68,34,34,135
68,81,34,183
163,14,81,257
27,33,14,73
65,5,33,103
11,13,5,29
26,11,13,50
22,26,11,59
52,22,26,100
43,10,22,75
21,52,10,83
104,4,52,160
8,125,4,137
250,10,125,384
20,50,10,80
100,24,50,174
48,20,24,92
40,58,20,117
115,8,58,181
16,23,8,47
46,16,23,85
32,46,16,94
92,32,46,170
64,18,32,114
37,13,18,68
26,7,13,46
15,26,7,48
51,15,26,91
29,51,15,95
102,29,51,183
59,20,29,109
41,12,20,73
24,8,12,44
16,24,8,48
47,16,24,87
33,47,16,96
94,33,47,174
65,19,33,117
38,13,19,70
26,8,13,47
15,26,8,49
52,15,26,94
30,52,15,98
105,30,52,187
60,21,30,111
42,12,21,75
24,8,12,45
17,24,8,49
48,17,24,89
34,48,17,99
97,34,48,178
67,19,34,120
39,13,19,71
27,46,13,87
93,5,46,144
11,19,5,35
37,11,19,66
21,37,11,69
74,21,37,133
43,15,21,79
30,9,15,53
17,36,9,61
71,3,36,110
7,85,3,96
171,8,85,264
16,34,8,59
68,3,34,106
7,14,3,24
27,7,14,48
13,27,7,47
55,13,27,95
26,55,13,94
109,26,55,190
53,22,26,101
44,63,22,129
126,52,63,242
105,25,52,183
51,21,25,97
42,10,21,73
20,8,10,39
17,20,8,45
40,17,20,78
34,40,17,91
81,34,40,155
67,97,34,198
194,81,97,372
161,39,81,281
78,32,39,149
64,16,32,112
31,77,16,124
155,6,77,238
12,31,6,50
62,12,31,105
25,12,12,50
25,25,12,62
50,25,25,99
50,50,25,124
99,10,50,159
20,20,10,50
40,20,20,79
40,40,20,99
80,40,40,159
79,16,40,135
32,16,16,64
32,6,16,54
13,6,6,25
13,13,6,32
25,13,13,51
25,25,13,63
51,25,25,102
51,10,25,86
20,10,10,41
20,20,10,51
41,20,20,81
41,41,20,102
81,49,41,171
97,16,49,162
33,19,16,68
39,7,19,65
13,8,7,27
16,13,8,36
26,16,13,55
31,26,16,73
52,31,26,109
62,10,31,104
21,75,10,106
150,4,75,228
8,30,4,42
60,8,30,98
17,60,8,85
120,17,60,196
33,24,17,74
48,40,24,112
80,10,40,130
19,16,10,45
32,19,16,67
38,32,19,89
64,38,32,134
77,13,38,128
26,92,13,130
184,5,92,281
10,37,5,52
73,2,37,112
4,15,2,21
29,4,15,48
8,29,4,42
59,8,29,96
16,59,8,83
118,16,59,193
33,24,16,73
47,7,24,77
13,56,7,76
113,3,56,172
5,23,3,30
45,5,23,73
11,45,5,61
90,11,45,146
21,18,11,50
36,21,18,75
42,36,21,99
72,42,36,150
84,87,42,213
173,17,87,277
34,35,17,85
69,7,35,111
13,14,7,34
28,13,14,55
27,28,13,68
55,27,28,110
54,11,27,92
22,11,11,44
22,22,11,54
44,22,22,88
43,44,22,109
89,9,44,142
17,18,9,44
36,17,18,70
34,36,17,87
71,34,36,141
69,14,34,117
28,83,14,125
165,34,83,282
68,198,34,300
396,14,198,608
27,79,14,120
159,33,79,271
65,32,33,130
63,13,32,108
26,13,13,52
25,31,13,69
63,5,31,99
10,75,5,91
151,2,75,228
4,181,2,187
362,1,181,544
2,72,1,75
145,2,72,219
4,29,2,35
58,4,29,91
8,58,4,70
116,8,58,181
16,23,8,47
46,16,23,85
31,46,16,93
93,31,46,170
62,19,31,112
37,12,19,68
25,7,12,45
15,25,7,47
50,15,25,90
30,50,15,94
100,30,50,179
59,20,30,109
40,12,20,72
24,48,12,83
96,5,48,148
9,115,5,129
230,11,115,356
23,46,11,80
92,5,46,142
9,18,5,32
37,9,18,64
18,37,9,64
74,18,37,129
36,15,18,69
29,7,15,51
15,35,7,57
71,17,35,123
35,14,17,67
28,7,14,49
14,28,7,49
56,14,28,99
28,56,14,98
113,28,56,197
56,23,28,107
45,11,23,79
22,54,11,88
108,4,54,167
9,22,4,35
43,9,22,74
18,43,9,70
87,18,43,148
36,104,18,158
208,43,104,355
86,42,43,171
83,17,42,142
34,17,17,68
33,41,17,91
83,7,41,130
13,17,7,36
33,13,17,63
27,33,13,73
66,27,33,126
53,13,27,93
26,11,13,50
21,26,11,58
53,21,26,101
43,11,21,75
21,9,11,40
17,21,9,47
42,17,21,80
34,42,17,93
84,34,42,161
68,101,34,204
203,14,101,318
27,41,14,81
81,5,41,127
11,16,5,33
32,11,16,60
22,32,11,65
65,22,32,119
44,13,22,78
26,9,13,48
17,26,9,52
52,17,26,95
35,52,17,104
104,42,52,198
84,21,42,147
42,17,21,79
34,8,17,59
17,40,8,65
80,3,40,124
7,16,3,26
32,7,16,55
13,32,7,52
64,13,32,110
27,13,13,53
26,5,13,44
11,26,5,42
52,11,26,88
21,52,11,83
103,21,52,176
43,21,21,84
41,9,21,70
17,8,9,34
16,17,8,42
34,16,17,68
33,34,16,83
68,33,34,135
66,14,33,113
27,79,14,120
158,5,79,243
11,190,5,206
380,2,190,572
4,76,2,82
152,1,76,229
2,30,1,33
61,2,30,93
3,61,2,66
122,3,61,186
7,146,3,156
292,1,146,439
3,58,1,63
117,1,58,176
1,23,1,25
47,1,23,71
2,47,1,50
93,2,47,142
4,19,2,25
37,4,19,60
9,37,4,51
75,9,37,121
18,15,9,42
30,18,15,63
36,30,18,83
60,36,30,125
71,12,36,119
24,86,12,121
171,5,86,262
10,205,5,220
411,2,205,618
4,493,2,499
986,1,493,1480
2,197,1,200
395,0,197,592
1,79,0,80
158,0,79,237
0,32,0,32
63,0,32,95
0,63,0,64
126,0,63,190
1,25,0,27
50,1,25,77
2,50,1,53
101,2,50,153
4,121,2,127
242,1,121,364
2,48,1,51
97,0,48,146
1,19,0,20
39,1,19,59
1,39,1,41
78,1,39,118
3,93,1,97
186,1,93,280
1,37,1,39
74,1,37,113
2,15,1,18
30,2,15,47
4,30,2,36
60,4,30,93
8,60,4,72
119,8,60,187
16,24,8,48
48,16,24,88
32,48,16,96
95,32,48,175
64,19,32,115
38,77,19,134
154,8,77,239
15,31,8,54
62,3,31,95
6,12,3,21
25,6,12,43
12,25,6,43
49,12,25,86
24,49,12,86
99,24,49,172
49,118,24,191
236,59,118,413
117,47,59,223
95,23,47,165
47,19,23,89
38,56,19,113
112,45,56,214
91,22,45,159
45,18,22,86
36,9,18,63
18,44,9,71
87,4,44,134
7,17,4,28
35,7,17,59
14,35,7,56
70,14,35,119
29,14,14,57
28,6,14,48
12,28,6,45
56,12,28,95
23,56,12,90
112,23,56,190
46,22,23,91
45,9,22,76
18,9,9,37
18,18,9,45
37,18,18,73
36,37,18,90
74,36,37,146
71,15,36,122
29,14,15,58
29,6,14,49
12,29,6,46
57,12,29,97
24,57,12,92
114,24,57,195
47,137,24,208
274,9,137,421
19,55,9,83
110,4,55,168
8,22,4,33
44,8,22,73
15,44,8,67
88,15,44,147
30,18,15,63
35,6,18,59
12,7,6,25
14,12,7,33
24,14,12,50
28,24,14,66
48,28,24,101
56,10,28,94
19,11,10,40
22,19,11,53
39,22,19,80
45,39,22,106
77,9,39,125
18,15,9,42
31,18,15,64
36,31,18,85
62,36,31,129
72,12,36,120
25,86,12,123
173,5,86,264
10,35,5,49
69,10,35,113
20,83,10,112
166,24,83,272
47,199,24,270
397,9,199,606
19,79,9,108
159,4,79,242
8,32,4,43
64,8,32,103
15,13,8,36
25,15,13,53
30,25,15,71
51,30,25,107
61,61,30,152
122,12,61,195
24,24,12,61
49,5,24,78
10,10,5,24
20,10,10,39
19,20,10,49
39,19,20,78
39,39,19,97
78,39,39,156
78,16,39,132
31,16,16,62
31,6,16,53
13,37,6,56
75,3,37,114
5,15,3,22
30,5,15,50
10,30,5,45
60,10,30,100
20,12,10,42
24,20,12,56
40,24,20,84
48,40,24,112
80,57,40,177
115,16,57,188
32,23,16,71
46,6,23,75
13,9,6,28
18,13,9,40
26,18,13,57
37,26,18,81
51,37,26,114
73,10,37,120
20,15,10,45
29,20,15,65
41,29,20,91
59,41,29,129
82,12,41,135
23,16,12,52
33,5,16,54
9,7,5,21
13,9,7,29
19,13,9,41
26,19,13,58
38,26,19,83
52,38,26,116
75,10,38,123
21,15,10,46
30,21,15,66
42,30,21,93
60,42,30,132
84,12,42,138
24,17,12,53
34,5,17,55
10,7,5,21
13,10,7,30
19,13,10,42
27,19,13,60
38,27,19,85
54,38,27,119
77,11,38,126
21,92,11,125
185,4,92,281
9,222,4,235
443,2,222,667
3,89,2,94
177,4,89,270
8,35,4,48
71,8,35,115
16,14,8,39
28,16,14,59
33,28,16,78
57,33,28,118
66,11,33,110
23,13,11,47
26,23,13,62
45,26,23,94
53,45,26,125
91,11,45,147
21,18,11,50
36,21,18,76
42,36,21,100
73,8,36,117
17,87,8,112
174,20,87,282
41,35,20,96
70,8,35,113
16,14,8,38
28,16,14,58
32,28,16,77
56,32,28,116
65,11,32,108
22,13,11,46
26,22,13,61
45,26,22,93
52,45,26,122
89,10,45,144
21,18,10,49
36,21,18,74
42,36,21,98
71,42,36,149
83,14,42,139
29,17,14,59
33,6,17,56
11,7,6,24
13,11,7,31
23,13,11,48
27,23,13,63
46,27,23,95
53,46,27,125
91,11,46,148
21,18,11,50
37,21,18,76
43,37,21,100
73,9,37,118
17,15,9,40
29,17,15,61
34,29,17,80
58,34,29,122
68,70,34,172
140,14,70,224
27,168,14,209
337,5,168,511
11,67,5,84
135,2,67,204
4,27,2,33
54,4,27,85
9,54,4,67
108,9,54,170
17,22,9,48
43,17,22,82
35,43,17,95
86,35,43,164
70,103,35,208
207,14,103,324
28,41,14,83
